"","all","site_name","subsite","year","treatment","plot","doy","OTC_period"
"857","ALEXFIORD_ALEXFIORD.MEADOW.GH_2011_OTC","ALEXFIORD","ALEXFIORD.MEADOW.GH",2011,"OTC","3",164,"YR"
"858","ALEXFIORD_ALEXFIORD.MEADOW.GH_2011_OTC","ALEXFIORD","ALEXFIORD.MEADOW.GH",2011,"OTC","4",164,"YR"
"859","ALEXFIORD_ALEXFIORD.MEADOW.GH_2011_OTC","ALEXFIORD","ALEXFIORD.MEADOW.GH",2011,"OTC","5",164,"YR"
"860","ALEXFIORD_ALEXFIORD.MEADOW.GH_2011_OTC","ALEXFIORD","ALEXFIORD.MEADOW.GH",2011,"OTC","6",164,"YR"
"861","ALEXFIORD_ALEXFIORD.MEADOW.GH_2011_OTC","ALEXFIORD","ALEXFIORD.MEADOW.GH",2011,"OTC","7",162,"YR"
"862","ALEXFIORD_ALEXFIORD.MEADOW.GH_2011_OTC","ALEXFIORD","ALEXFIORD.MEADOW.GH",2011,"OTC","8",162,"YR"
"863","ALEXFIORD_ALEXFIORD.MEADOW.GH_2011_OTC","ALEXFIORD","ALEXFIORD.MEADOW.GH",2011,"OTC","9",162,"YR"
"864","ALEXFIORD_ALEXFIORD.MEADOW.GH_2011_OTC","ALEXFIORD","ALEXFIORD.MEADOW.GH",2011,"OTC","10",162,"YR"
"865","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","1",166,"YR"
"866","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","2",168,"YR"
"867","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","3",167,"YR"
"868","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","4",165,"YR"
"869","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","5",168,"YR"
"870","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","6",168,"YR"
"871","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","7",168,"YR"
"872","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","8",169,"YR"
"873","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","9",169,"YR"
"874","ALEXFIORD_ALEXFIORD.WILLOW.GH_1992_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1992,"CTL","10",169,"YR"
"875","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","1",154,"YR"
"876","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","2",155,"YR"
"877","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","3",155,"YR"
"878","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","4",154,"YR"
"879","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","5",156,"YR"
"880","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","6",155,"YR"
"881","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","7",154,"YR"
"882","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","8",155,"YR"
"883","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","9",155,"YR"
"884","ALEXFIORD_ALEXFIORD.WILLOW.GH_1993_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1993,"CTL","10",155,"YR"
"885","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","1",151,"YR"
"886","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","2",156,"YR"
"887","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","3",154,"YR"
"888","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","4",153,"YR"
"889","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","5",158,"YR"
"890","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","6",156,"YR"
"891","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","7",154,"YR"
"892","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","8",155,"YR"
"893","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","9",155,"YR"
"894","ALEXFIORD_ALEXFIORD.WILLOW.GH_1994_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1994,"CTL","10",157,"YR"
"895","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","1",157,"YR"
"896","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","2",160,"YR"
"897","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","3",160,"YR"
"898","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","4",157,"YR"
"899","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","5",159,"YR"
"900","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","6",159,"YR"
"901","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","7",161,"YR"
"902","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","8",161,"YR"
"903","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","9",161,"YR"
"904","ALEXFIORD_ALEXFIORD.WILLOW.GH_1995_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1995,"CTL","10",161,"YR"
"905","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","1",166,"YR"
"906","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","2",171,"YR"
"907","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","3",169,"YR"
"908","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","4",168,"YR"
"909","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","5",170,"YR"
"910","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","6",170,"YR"
"911","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","7",172,"YR"
"912","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","8",172,"YR"
"913","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","9",172,"YR"
"914","ALEXFIORD_ALEXFIORD.WILLOW.GH_1996_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1996,"CTL","10",173,"YR"
"915","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","1",150,"YR"
"916","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","2",153,"YR"
"917","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","3",154,"YR"
"918","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","4",153,"YR"
"919","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","5",156,"YR"
"920","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","6",155,"YR"
"921","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","7",153,"YR"
"922","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","8",156,"YR"
"923","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","9",156,"YR"
"924","ALEXFIORD_ALEXFIORD.WILLOW.GH_1997_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1997,"CTL","10",157,"YR"
"925","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","1",156,"YR"
"926","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","2",160,"YR"
"927","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","3",160,"YR"
"928","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","4",156,"YR"
"929","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","5",162,"YR"
"930","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","6",161,"YR"
"931","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","7",159,"YR"
"932","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","8",161,"YR"
"933","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","9",161,"YR"
"934","ALEXFIORD_ALEXFIORD.WILLOW.GH_1998_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1998,"CTL","10",161,"YR"
"935","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","1",168,"YR"
"936","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","2",170,"YR"
"937","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","3",169,"YR"
"938","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","4",167,"YR"
"939","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","5",171,"YR"
"940","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","6",170,"YR"
"941","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","7",170,"YR"
"942","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","8",171,"YR"
"943","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","9",171,"YR"
"944","ALEXFIORD_ALEXFIORD.WILLOW.GH_1999_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",1999,"CTL","10",173,"YR"
"945","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","1",164,"YR"
"946","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","2",165,"YR"
"947","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","3",164,"YR"
"948","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","4",162,"YR"
"949","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","5",164,"YR"
"950","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","6",165,"YR"
"951","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","7",164,"YR"
"952","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","8",165,"YR"
"953","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","9",165,"YR"
"954","ALEXFIORD_ALEXFIORD.WILLOW.GH_2000_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2000,"CTL","10",165,"YR"
"955","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","1",169,"YR"
"956","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","2",172,"YR"
"957","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","3",172,"YR"
"958","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","4",171,"YR"
"959","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","5",172,"YR"
"960","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","6",176,"YR"
"961","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","7",172,"YR"
"962","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","8",172,"YR"
"963","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","9",176,"YR"
"964","ALEXFIORD_ALEXFIORD.WILLOW.GH_2001_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2001,"CTL","10",176,"YR"
"965","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","1",163,"YR"
"966","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","2",164,"YR"
"967","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","3",164,"YR"
"968","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","4",161,"YR"
"969","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","5",161,"YR"
"970","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","6",164,"YR"
"971","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","7",163,"YR"
"972","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","8",161,"YR"
"973","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","9",163,"YR"
"974","ALEXFIORD_ALEXFIORD.WILLOW.GH_2002_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2002,"CTL","10",163,"YR"
"975","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","1",162,"YR"
"976","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","2",167,"YR"
"977","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","3",169,"YR"
"978","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","4",162,"YR"
"979","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","5",164,"YR"
"980","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","6",166,"YR"
"981","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","7",165,"YR"
"982","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","8",165,"YR"
"983","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","9",167,"YR"
"984","ALEXFIORD_ALEXFIORD.WILLOW.GH_2003_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2003,"CTL","10",167,"YR"
"985","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","1",163,"YR"
"986","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","2",163,"YR"
"987","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","3",163,"YR"
"988","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","4",163,"YR"
"989","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","5",163,"YR"
"990","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","6",163,"YR"
"991","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","7",162,"YR"
"992","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","8",163,"YR"
"993","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","9",163,"YR"
"994","ALEXFIORD_ALEXFIORD.WILLOW.GH_2004_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2004,"CTL","10",163,"YR"
"995","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","1",164,"YR"
"996","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","2",171,"YR"
"997","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","3",167,"YR"
"998","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","4",168,"YR"
"999","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","5",168,"YR"
"1000","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","6",169,"YR"
"1001","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","7",167,"YR"
"1002","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","8",168,"YR"
"1003","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","9",174,"YR"
"1004","ALEXFIORD_ALEXFIORD.WILLOW.GH_2005_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2005,"CTL","10",164,"YR"
"1005","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","1",152,"YR"
"1006","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","2",158,"YR"
"1007","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","3",157,"YR"
"1008","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","4",157,"YR"
"1009","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","5",157,"YR"
"1010","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","6",158,"YR"
"1011","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","7",157,"YR"
"1012","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","8",159,"YR"
"1013","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","9",159,"YR"
"1014","ALEXFIORD_ALEXFIORD.WILLOW.GH_2007_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2007,"CTL","10",157,"YR"
"1015","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","1",160,"YR"
"1016","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","2",164,"YR"
"1017","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","3",165,"YR"
"1018","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","4",160,"YR"
"1019","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","5",162,"YR"
"1020","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","6",162,"YR"
"1021","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","7",164,"YR"
"1022","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","8",164,"YR"
"1023","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","9",164,"YR"
"1024","ALEXFIORD_ALEXFIORD.WILLOW.GH_2008_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2008,"CTL","10",164,"YR"
"1025","ALEXFIORD_ALEXFIORD.WILLOW.GH_2010_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2010,"CTL","1",160,"YR"
"1026","ALEXFIORD_ALEXFIORD.WILLOW.GH_2010_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2010,"CTL","2",167,"YR"
"1027","ALEXFIORD_ALEXFIORD.WILLOW.GH_2010_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2010,"CTL","3",165,"YR"
"1028","ALEXFIORD_ALEXFIORD.WILLOW.GH_2010_CTL","ALEXFIORD","ALEXFIORD.WILLOW.GH",2010,"CTL","4",161,"YR"
